date,tweet,hashtags,account,Mylabel,label
2020-09-16,"#HCPs: Attend the next COCA call, Thursday, Sept. 17, at 2pm ET via Zoom. Topic: Testing and Treatment of 2020-2021 Seasonal Influenza During the COVID-19 Pandemic. Learn more: https://t.co/FXPpeY4UGX. #COVID19 https://t.co/q2tisua12T","['hcps', 'covid19']",cdcgov,increas,decrease
2020-09-16,#Teachers and other essential workers: Your work keeps our communities going but may put you at higher risk of being exposed to #flu or #COVID19. #Fluvaccine can help protect you from flu this season. More: https://t.co/LIowhQGlTS. https://t.co/1yoLRqppTY,"['teachers', 'flu', 'covid19', 'fluvaccine']",cdcgov,increas,decrease
2020-09-16,"Take steps to slow the spread and protect yourself:
•Wear a mask consistently and correctly
•Avoid large gatherings
•Wash hands often
•Stay 6 feet apart from people who don’t live with you
•Continue to seek prenatal care",[],cdcgov,increas,decrease
2020-09-16,".@CDCMMWR report looking at almost 600 hospitalized pregnant women with #COVID19 found that pregnant women can have severe illness and poor birth outcomes, such as the mother requiring intensive care, pregnancy loss, and preterm birth. Learn more: https://t.co/g7WsFWJdDs. https://t.co/Ve0dnGNTDM",['covid19'],cdcgov,increas,decrease
2020-09-16,Don’t forget to join us tomorrow at 2 p.m. ET for our webinar on #COVID19 associated VTE risks and considerations. It’s not too late to pre-register: https://t.co/GUDbPY0X9d. https://t.co/QJ1CmdgGNB,['covid19'],cdcgov,increas,decrease
2020-09-16,"#WearAMask to help slow the spread of #COVID19. When removing your mask, handle only the ear loops or ties, and fold the outside corners together. Be careful not to touch your eyes, nose, or mouth, and wash your hands after removing.  

Learn more: https://t.co/iOQv5OMdKA. https://t.co/JnHl4X5llu","['wearamask', 'covid19']",cdcgov,increas,decrease
2020-09-15,"If you’re planning to stay with friends or family outside of your household to evacuate from Hurricane #Sally, talk with them about how you all can best protect yourselves from #COVID19. Find more safety tips here: https://t.co/qHpUR7me6a. https://t.co/ME3gbqphxc","['sally', 'covid19']",cdcgov,increas,decrease
2020-09-15,Health Departments: Have you seen CDC’s Contact Tracing Communications Toolkit for #COVID19? Check it out for resources and messaging to use in your communities: https://t.co/foVDvYwK5N. #SlowTheSpread https://t.co/rZatSH87r4,"['covid19', 'slowthespread']",cdcgov,increas,decrease
2020-09-15,"School administrators: CDC has provided benchmarks to help you prepare, plan, and respond to #COVID19. Monitor these frequently and adjust strategies to fit the changing levels of COVID-19 in your community. Learn more: https://t.co/Wytp7O8Wgx. https://t.co/cKhwlJi1wU",['covid19'],cdcgov,increas,decrease
2020-09-15,"A new @CDCMMWR report found that 121 people under 21 years of age died of #COVID19 from February–July 2020. 3 out of 4 deaths occurred among Black, Hispanic, and American Indian/Alaska Native persons. Learn more: https://t.co/fCxlvca0BZ. https://t.co/GY3DPiTpNw",['covid19'],cdcgov,increas,decrease
2020-09-15,#HCPs: Attend today’s COCA call on Telehealth &amp; Health Equity: Considerations for Addressing Health Disparities during the COVID-19 Pandemic at 2pm ET. Learn more:  https://t.co/ljFKDIdLek. #COVID19 https://t.co/3oJe1ajqPj,"['hcps', 'covid19']",cdcgov,increas,decrease
2020-09-14,"#HCPs: Attend the next COCA call, Tuesday, Sept. 15, at 2pm ET via Zoom. Topic: Telehealth &amp; Health Equity: Considerations for Addressing Health Disparities during the COVID-19 Pandemic. Learn more: https://t.co/ljFKDIdLek. #COVID19 https://t.co/cyQCutyV64","['hcps', 'covid19']",cdcgov,decreas,increase
2020-09-14,"#NewMom: #Breastfeeding has many health benefits for both you &amp; your baby, including protecting your baby from illnesses &amp; providing the best nutrition. You can breastfeed even if you have COVID-19, as #COVID19 is unlikely to spread thru breast milk. More: https://t.co/WVaCE5JslQ https://t.co/5ufVepxKyZ","['newmom', 'breastfeeding', 'covid19']",cdcgov,decreas,increase
2020-09-14,In the path of #HurricaneSally? Learn your community's evacuation routes and location of emergency shelters. They may be different this year due to #COVID19. https://t.co/fdkY8dTGZe #Sally https://t.co/NZOkHxFRwG,"['hurricanesally', 'covid19', 'sally']",cdcgov,decreas,increase
2020-09-14,"#WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If you’re not wearing your mask properly, #COVID19 particles can spread. 

Learn more: https://t.co/iOQv5OMdKA. https://t.co/SwSfUtbOrS","['wearamask', 'covid19']",cdcgov,decreas,increase
2020-09-14,"#COVID19 has unequally affected some of us in racial and ethnic minority groups, both physically and emotionally. As we take steps to help protect ourselves and others from COVID-19, let’s make sure to take care of our #MentalHealth too. https://t.co/GKZV8vsPCV https://t.co/zbBRtGzUFB","['covid19', 'mentalhealth']",cdcgov,decreas,increase
2020-09-14,The latest CDC #COVIDView report shows that the percentage of ER visits associated with #COVID19 has decreased nationally for eight consecutive weeks and is on the decline in all 10 regions in the U.S. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/1QW8Qsmdr3,"['covidview', 'covid19']",cdcgov,decreas,increase
2020-09-13,Medical entomologist Janet McAllister and other CDC responders had to adapt to changing needs and conditions when responding to #COVID19 outbreaks in Wisconsin. Learn about her team’s work: https://t.co/F7K7Rbm7sX. https://t.co/EAFbswPnkF,['covid19'],cdcgov,increas,decrease
2020-09-13,"Wondering how #COVID19 got its name? It’s short for #coronavirus disease 2019. COVID-19 is caused by a coronavirus, which looks like a crown. Take steps to slow the spread. Wear a mask, wash your hands often, and stay 6 feet apart. Learn more: https://t.co/Bg0WDUndUE. https://t.co/7H3GMM5yZw","['covid19', 'coronavirus']",cdcgov,increas,decrease
2020-09-11,"The latest CDC #COVIDView report shows that during August, weekly #COVID19 hospitalization rates declined among all adult age groups. However, while rates for children aged 5-17 were constant during most of this period, they increased at the end of August: https://t.co/zP4VYlo0Pb https://t.co/WXTUKPhYnB","['covidview', 'covid19']",cdcgov,increas,decrease
2020-09-11,"#ParentsToBe: Discuss with your healthcare provider about rooming together with your newborn baby in the hospital. Early &amp; close contact with your baby has many benefits, and the risk of passing #COVID19 to your baby is low. Learn more: https://t.co/Vsf79xDwFN. https://t.co/YkVqObn191","['parentstobe', 'covid19']",cdcgov,increas,decrease
2020-09-11,"#HCPs: Learn about #COVID19 associated VTE risks and considerations in our upcoming webinar. Mark your calendar for September 17, 2 p.m. ET. Pre-register now: https://t.co/GUDbPY0X9d. https://t.co/S2iM77Po4b","['hcps', 'covid19']",cdcgov,increas,decrease
2020-09-11,"If you have fever, cough, loss of taste or smell or certain other symptoms, you might have #COVID19. If you think you might have COVID-19 or think you may have been near someone who has COVID-19, contact a healthcare provider for medical advice. https://t.co/SNXT5hRhQt https://t.co/ZAjfHKEnKM",['covid19'],cdcgov,increas,decrease
2020-09-11,"As of September 7, national forecasts suggest from 3,300 to 8,000 new #COVID19 deaths will be reported during the week ending October 3. These forecasts predict 205,000 to 217,000 total COVID-19 deaths in the US by October 3. Learn more: https://t.co/Ft6cgmaMPX. https://t.co/teaVGZKzic",['covid19'],cdcgov,increas,decrease
2020-09-11,"A new @CDCMMWR finds children who likely got #COVID19 in their child care centers spread COVID-19 to others outside the child care center, including to household members. Slow the spread. Wear masks if over 2, wash hands &amp; stay home if sick. See more: https://t.co/iqNtsfYSo0. https://t.co/v1SEm2fQeq",['covid19'],cdcgov,increas,decrease
2020-09-11,Testing positive for antibodies to the virus that causes #COVID19 means you likely had a past infection. It’s not yet known whether antibodies will protect you from getting infected again. Learn more about antibody testing: https://t.co/Xa1qKwzJhO. https://t.co/SgRRNBVcG7,['covid19'],cdcgov,increas,decrease
2020-09-10,"The emotional toll of #COVID19 is real, especially among some people of racial and ethnic minority groups who have been unequally affected by this pandemic. #BeThe1To Help Save A Life. #SuicidePrevention https://t.co/8X7WYTjKJ7 https://t.co/5sdeILhWsG","['covid19', 'bethe1to', 'suicideprevention']",cdcgov,increas,decrease
2020-09-10,Do you do the 3 W’s? Wash your hands. Watch your distance (stay 6 feet apart). #WearAMask. These three habits can help you protect yourself and others from spreading #COVID19. Learn more: https://t.co/DmfPOAPMjW. https://t.co/uTvUN5orJ9,"['wearamask', 'covid19']",cdcgov,increas,decrease
2020-09-10,A new @CDCMMWR examining essential workers found many home health aides and nursing home staff had underlying medical conditions. These conditions may put them at increased risk for serious illness from #COVID19. More: https://t.co/vwU54bkV68. https://t.co/cAZMaRCNfm,['covid19'],cdcgov,increas,decrease
2020-09-10,.@CDCMMWR shows adults w/ #COVID19 were more than twice as likely to have reported dining at a restaurant before getting sick compared to adults w/o COVID-19. Choose pick-up/delivery if possible &amp; take steps like staying 6 ft from others &amp; wearing a mask. https://t.co/8PtI7W6KG5 https://t.co/PYTMUQomdT,['covid19'],cdcgov,increas,decrease
2020-09-10,"Even during #COVID19, if you have a medical emergency, seek medical care without delay. Learn more @CDCMMWR: https://t.co/hzHCrPrfN6. https://t.co/lkhZtoy47R",['covid19'],cdcgov,increas,decrease
2020-09-10,"A new @CDCMMWR shows that an estimated 41% of U.S. adults reported avoiding medical care because of concerns about #COVID19, including 12% who avoided emergency care, and 32% who avoided routine care. https://t.co/hzHCrPrfN6 https://t.co/HxPIxPk1FO",['covid19'],cdcgov,increas,decrease
2020-09-10,"Both #flu &amp; #COVID19 can spread before symptoms appear. Flu virus may spread for about 1 day before symptoms, while the virus that causes COVID-19 may spread for about 2 days before symptoms. More on similarities and differences between flu &amp; COVID-19: https://t.co/BX2qPbOYpu. https://t.co/uAPZCsnTfS","['flu', 'covid19']",cdcgov,increas,decrease
2020-09-09,"As college campuses reopen, recent data show overall cases have increased among non-Hispanic White people, especially people ages 18-22. Slow the spread. Wear a mask. Stay 6 ft from others. Wash your hands. See more demographic trends: https://t.co/MLJ56QCW37. https://t.co/jSWknKd9Qo",[],cdcgov,increas,decrease
2020-09-09,"As of Sept. 8, the total number of #COVID19 cases in the US surpassed 6 million. COVID-19 is widespread in many areas, particularly in the upper Great Plains, Midwest, and South. Additionally, 5 states reported over 10,000 new cases in the last week. https://t.co/CEcelDa6Hb https://t.co/Rd21gAKo6c",['covid19'],cdcgov,increas,decrease
2020-09-09,"“In public health, it’s our job to support [people] through that [sense of helplessness].” Dr. Rachael Zacks is a CDC #disease detective whose work on the #COVID19 response helped fuel the discussion on how it spreads. Read her story: https://t.co/Z9K0ShXJ1g. https://t.co/XKxSNmAX7s","['disease', 'covid19']",cdcgov,increas,decrease
2020-09-09,"#DYK? You may have #COVID19 &amp; no symptoms. If someone from the health department tells you that you’ve been exposed, do your part to help #SlowtheSpread. Stay home for 14 days &amp; monitor your health. Learn more about contact tracing: https://t.co/9ZN2zYTaud. https://t.co/Fn8hRs231M","['dyk', 'covid19', 'slowthespread']",cdcgov,increas,decrease
2020-09-09,This month’s blood disorder webinar will discuss #COVID19 associated VTE risks and considerations. Pre-register now and join us September 17 at 2 p.m. ET: https://t.co/GUDbPY0X9d. https://t.co/bwBHKKHTV3,['covid19'],cdcgov,increas,decrease
2020-09-08,"Did you host or attend a #LaborDay gathering or event? If you were in close contact with others, you may have been exposed to #COVID19. If you feel sick, stay home, call your healthcare provider, and inform those you had close contact with. https://t.co/Iv7sTWHsVh https://t.co/Dc4ZJTn6ew","['laborday', 'covid19']",cdcgov,decreas,equal
2020-09-08,Getting a call from an unknown number? It could be the health department calling to tell you that you may have been exposed to #COVID19. Check your voicemail! Learn more about contact tracing: https://t.co/9ZN2zYTaud. https://t.co/A3H3JwI2t9,['covid19'],cdcgov,decreas,equal
2020-09-08,"Limiting gatherings is one way to slow the spread of #COVID19, but physical distancing can be hard. Find tips to support the health of your loved ones and you during this challenging time: https://t.co/a70fp6NOso. https://t.co/niRFXPmsPi",['covid19'],cdcgov,decreas,equal
2020-09-07,Use caution when relying on gaiters and face shields to help protect yourself and others from #COVID19. Researchers are currently investigating their effectiveness. Learn more: https://t.co/iOQv5OMdKA. https://t.co/qbLQn00kFI,['covid19'],cdcgov,increas,decrease
2020-09-07,"Enjoy the great outdoors this #LaborDay weekend. #WearAMask, stay at least 6 feet apart, and use hand sanitizer with at least 60% alcohol when soap and water are not available. Be sure to drink lots of water too! https://t.co/c4F0aouMLd. https://t.co/rObHLMA4Mm","['laborday', 'wearamask']",cdcgov,increas,decrease
2020-09-06,"Planning on visiting family or friends over #LaborDay weekend? Protect them and yourself from #COVID19: Wear a mask, stay at least 6 feet away from people you don’t live with, and wash your hands often. https://t.co/KNd6wCwSsl. https://t.co/cwo3nLM7YJ","['laborday', 'covid19']",cdcgov,increas,decrease
2020-09-05,"“A pandemic can make us realize we are all truly connected, here at home and across the whole world.” CDC #diseasedetective Rachael Zacks deployed to Seattle to test one of the United States’ first-known #COVID19 patients. Her story: https://t.co/Z9K0ShXJ1g. https://t.co/eSncAU4sXf","['diseasedetective', 'covid19']",cdcgov,increas,decrease
2020-09-05,Do your part to help slow the spread of #COVID19 this #LaborDay weekend. #WearAMask &amp; stay at least six feet from others. Learn more: https://t.co/CNUi0LaTim. https://t.co/gz2DH4rdxm,"['covid19', 'laborday', 'wearamask']",cdcgov,increas,decrease
2020-09-04,"The latest CDC #COVIDView report shows that after declining for more than a month, the percentage of people that tested positive for #COVID19 nationally increased slightly last week. This is the first national increase in this percentage since mid-July: https://t.co/zP4VYlo0Pb https://t.co/KTva6L0mK7","['covidview', 'covid19']",cdcgov,increas,increase
2020-09-04,"New Data: Recent trends show the percentage of overall #COVID19 cases in people ages 18-22 years has increased in the US, especially in the Midwest, South, and Northeast. For the latest demographic data, visit CDC’s COVID Data Tracker: https://t.co/MLJ56QCW37 https://t.co/x4y5rQi8zn",['covid19'],cdcgov,increas,increase
2020-09-04,"As of Aug. 31, national forecasts suggest new weekly #COVID19 deaths may decrease in the coming weeks, with 3,300 to 7,500 new deaths during the week ending Sept. 26. Forecasts predict 200k to 211k total COVID-19 deaths in the US by Sept. 26. More: https://t.co/Ft6cgmaMPX. https://t.co/C1JhB3v5jg",['covid19'],cdcgov,increas,increase
2020-09-04,"If you have plans to attend a #LaborDay event or gathering, choose outdoor activities and stay in your local area. #WearAMask, stay at least 6 feet apart, and wash your hands often to help you and others stay healthy. Be sure to drink lots of water too! https://t.co/L54PUk1lmu. https://t.co/zKSElwpqFi","['laborday', 'wearamask']",cdcgov,increas,increase
2020-09-04,"If you have a fever, cough or certain other symptoms, you might have #COVID19. Most people have mild illness and are able to recover at home. If you think you may have been exposed to COVID-19, contact your healthcare provider. Learn more: https://t.co/Dpn350BZrz. https://t.co/ljWjxkp2MU",['covid19'],cdcgov,increas,increase
2020-09-04,Remember the 3 W’s when you are in a community setting! #WearAMask. Wash your hands. Watch your distance (stay 6 feet apart). These three habits can help you protect yourself and others from #COVID19. Learn more: https://t.co/DmfPOAPMjW. https://t.co/oBwwHxkEjH,"['wearamask', 'covid19']",cdcgov,increas,increase
2020-09-03,#LaborDay plans at a pool or beach? Stay 6 feet away from others. #WearAMask when not in the water. Wash your hands often. Help protect yourself and your friends from #COVID19.  Learn more: https://t.co/ochY3fxe5Z. #LaborDaySafe https://t.co/1waPNpnWqg,"['laborday', 'wearamask', 'covid19', 'labordaysafe']",cdcgov,increas,increase
2020-09-03,"Wearing a mask can help slow the spread of COVID-19. CDC’s Dr. Paige Armstrong shows you how to correctly put on and take off your mask. #WearAMask, keep your distance, and wash your hands to help slow the spread of #COVID19. Learn more: https://t.co/l3eipKB6If. https://t.co/BbfKgebjTB","['wearamask', 'covid19']",cdcgov,increas,increase
2020-09-03,"Answer the call! Contact tracing helps slow the spread of #COVID19. It helps protect you, your family, and your community. Learn more: https://t.co/9ZN2zYTaud. #SlowtheSpread https://t.co/0NKociFdEd","['covid19', 'slowthespread']",cdcgov,increas,increase
2020-09-03,"New @CDCMMWR finds people stayed home more during the early months of the #COVID19 pandemic when stay-at-home orders were in place. People began to leave home as stay-at-home orders ended, even if orders in their state or territory remained. Learn more: https://t.co/MmRHhZ1Si2. https://t.co/OebuJrVwEO",['covid19'],cdcgov,increas,increase
2020-09-03,"#Flu and #COVID19 can result in complications. However, COVID-19 is associated with additional complications like blood clots and multisystem inflammatory syndrome in children. More on the differences between flu and COVID-19 here: https://t.co/BX2qPbOYpu. https://t.co/9ZN45SqnXq","['flu', 'covid19']",cdcgov,increas,increase
2020-09-03,"Having a difficult time coping because of #COVID19? Feeling lonely, anxious, or dealing with grief and loss? Help is available through the National #Suicide Prevention Lifeline (800-273-8255). Learn more: https://t.co/F0vQ2lbmUj. https://t.co/VU7ygNPlXJ","['covid19', 'suicide']",cdcgov,increas,increase
2020-09-02,"Although #COVID19 cases in many states declined over the last 7 days, daily cases are now increasing in some states, particularly in the upper Great Plains, Midwest, and South. Wear a mask. Stay 6 ft from others. Wash your hands. See more data: https://t.co/4Ku7nKLZCq https://t.co/3mVOhU0nqA",['covid19'],cdcgov,increas,increase
2020-09-02,"CDC, along with state and local health departments and other partners, is working to better understand the impact of #COVID19 during pregnancy on both the mother and infant. Learn about these efforts here: https://t.co/wbvgIg9Yc0. https://t.co/cdDLboeUes",['covid19'],cdcgov,increas,increase
2020-09-02,"Testing positive for #COVID19 on a viral test means you likely are infected and could infect others. Stay home and take steps to prevent spreading the virus. If you test negative, you can still get sick and should take steps to protect yourself and others: https://t.co/9u3t8AHYO8 https://t.co/Ws0BqDlc1Y",['covid19'],cdcgov,increas,increase
2020-09-25,Social media posts show O'Toole making an attempt to socially distance at the events — but also show he removed his mask during indoor gatherings on several occasions. https://t.co/HprhCy7UAj,[],cbcnews,increas,decrease
2020-09-25,"Canada has surpassed 150,000 COVID-19 cases reported since January. https://t.co/AXmLAOVn2c",[],cbcnews,increas,decrease
2020-09-25,"Queen Elizabeth and her family are facing a financial hit from the pandemic of 35 million pounds ($60 million Cdn), partly due to a shortage of tourists. https://t.co/4MJ458o08s",[],cbcnews,increas,decrease
2020-09-25,"New Ontario COVID-19 measures: 
• Last call at bars and restaurants, including nightclubs, is 11 p.m.
• All strip clubs will be closed until further notice. https://t.co/gFiNGsdwqF",[],cbcnews,increas,decrease
2020-09-25,COVID-19 update: Trudeau addresses Canadians https://t.co/TFcoQ7Ohw7,[],cbcnews,increas,decrease
2020-09-25,COVID-19 update: Trudeau addresses Canadians https://t.co/ue9dWcDCxA,[],cbcnews,increas,decrease
2020-09-25,"Ontario reported an additional 409 cases of COVID-19 for a second straight day, with about three-quarters of those cases found in the Greater Toronto Area. https://t.co/gFiNGsdwqF",[],cbcnews,increas,decrease
2020-09-25,"New lockdown restrictions are being imposed in parts of the U.K. as COVID-19 cases rise. 
There is concern, however, that the new strategy doesn't go nearly far enough.  https://t.co/xMvJyptkIz @rfilippone",[],cbcnews,increas,decrease
2020-09-25,"The anti-mask movement has drawn a wide range of figures into its orbit, including evangelical pastors, libertarian radio hosts and conspiracy theorists. https://t.co/1CbDTpj10L @jonmontpetit",[],cbcnews,increas,decrease
2020-09-25,"There's concern that this year's ""summer slide"" — coupled with pandemic school shutdowns — could have lasting, detrimental effects on Canadian students if not intentionally addressed. https://t.co/nIhGLPgSIa @TO_jwo",[],cbcnews,increas,decrease
2020-09-24,"The sharp exchanges, at the end of a virtual meeting at the United Nations on ""Post COVID-19 Global Governance,"" reflected the deep divisions among the three veto-wielding council members. https://t.co/aI0RlvQiV6",[],cbcnews,increas,decrease
2020-09-24,Provinces across Canada are reconciling with how to limit the spread of COVID-19 while also trying to keep the economy functioning. https://t.co/B7uUExkp3Q,[],cbcnews,increas,decrease
2020-09-24,A spokesperson for Ontario Premier Doug Ford confirmed that a junior staffer on his office's tour team tested positive for the novel coronavirus. https://t.co/7Dzu8z9heT,[],cbcnews,increas,decrease
2020-09-24,"Fears in Florida today range from a repeat of the 2018 midterm election recount, to voter suppression and polling station closures due to COVID-19. 2/3",[],cbcnews,increas,decrease
2020-09-24,Infectious disease experts say health authorities must tighten restrictions again or hospitalizations and deaths from COVID-19 will increase exponentially. https://t.co/aPZg58sxPN @bweikle,[],cbcnews,increas,decrease
2020-09-24,"Transport Canada says two-year-olds must wear masks on flights amid the COVID-19 pandemic.
But many other Western countries mandate mask-wearing for children starting at a much older age. https://t.co/tNNaIxbaKf @sophiaharrisCBC",[],cbcnews,increas,decrease
2020-09-24,"""Keep wearing your mask, as much as you can, especially with people you don't live with."" – Dr. Eileen de Villa, Toronto's medical officer of health. https://t.co/Om2nhayyIn @LaurenPelley",[],cbcnews,increas,decrease
2020-09-24,"Ontario is prepared to take 'targeted action"" such as closing certain higher-risk businesses to combat a second wave of COVID-19, CBC News has learned. https://t.co/qjjxjtk6Cq @CBCQueensPark",[],cbcnews,increas,decrease
2020-09-24,"The Florida-based shark researchers received permission from the Canadian government for their Nova Scotia expedition, including rules around testing for COVID-19. https://t.co/MQ1R9vhvqk",[],cbcnews,increas,decrease
2020-09-23,The province will be allowing pharmacists to perform the tests in order to alleviate some of the pressures facing Ontario's existing COVID-19 assessment centres. https://t.co/BEzAoj3v1K,[],cbcnews,increas,decrease
2020-09-23,"Calling for a ""green revolution,"" Xi said the coronavirus pandemic had shown the need to preserve the environment. https://t.co/L7DNAyMvuj",[],cbcnews,increas,decrease
2020-09-23,"#BREAKING: Prime Minister Justin Trudeau warns that Canada is at a ""crossroads"" as COVID-19 cases spike in some provinces. https://t.co/5ZgqIhGe6B",['breaking'],cbcnews,increas,decrease
2020-09-23,With Ontario reporting its highest daily number of COVID-19 cases since early May there are mounting calls for the government to take more actions to slow the spread of the virus. https://t.co/WWZy6rLJZw,[],cbcnews,increas,decrease
2020-09-23,Trudeau addresses the nation on fight against COVID-19 | Special Coverage https://t.co/nuekY9vw5b,[],cbcnews,increas,decrease
2020-09-23,The COVID-19 pandemic has further highlighted Canada's urban-rural divide when it comes to internet connectivity. https://t.co/SxPNMNyFm0 @briarstewart,[],cbcnews,increas,decrease
2020-09-23,"#Analysis: Ontario has reported its highest daily number of COVID-19 cases since early May.
There are mounting calls for the government to take more actions to slow the spread of the virus. https://t.co/FIZvU5katd @CBCQueensPark",['analysis'],cbcnews,increas,decrease
2020-09-23,"Ottawa’s medical officer of health announced that anyone who has “reasonable grounds to believe they have COVID-19” must self-isolate immediately, including those who have symptoms or are awaiting test results. https://t.co/5CCx1h3KVe",[],cbcnews,increas,decrease
2020-09-23,"CBC News has analyzed data on more than 120,000 cases of COVID-19 collected by Public Health Agency of Canada. https://t.co/j2i2N3rpqW @cbcdaveseglins @Andreas_Wesley @robroc",[],cbcnews,increas,decrease
2020-09-23,"The addresses by Gov. Gen. Julie Payette and the prime minister come as the country contends with the coronavirus pandemic that has claimed the lives of more than 9,000 Canadians. https://t.co/4o4tkGuXBM",[],cbcnews,increas,decrease
2020-09-22,Cases of COVID-19 resurface inside long-term care facilities. https://t.co/0A9Fvtclcz,[],cbcnews,increas,decrease
2020-09-22,"UPDATE: The Government of Canada will hold a state funeral for Turner. An invitation-only church service will be held on Oct. 6 in Toronto and will follow public health COVID-19 protocols on mask wearing, sanitizing, physical distancing and congregating, according to a statement.",[],cbcnews,increas,decrease
2020-09-22,A serological or antibody test like the one used by the Ontario caucus is not typically used to diagnose an active coronavirus infection. https://t.co/AgacYWNsF8,[],cbcnews,increas,decrease
2020-09-22,Canada has now committed more than $1 billion to buy doses of COVID-19 vaccines. https://t.co/uAobKiqbwv,[],cbcnews,increas,decrease
2020-09-22,"Canada is at a ""crossroads"" in controlling COVID-19, according to the latest projections from the Public Health Agency of Canada. 
The actions of individual Canadians will determine whether cases continue to rise or can come under control, says PHAC. https://t.co/efUyOUWcav",[],cbcnews,increas,decrease
2020-09-22,COVID-19 update: Ministers and public health officials release new modelling data https://t.co/3ATRcc2k1r,[],cbcnews,increas,decrease
2020-09-22,"Canada had an immigration backlog even before COVID-19 shut down many programs. 
Immigration officials are now beginning gradually to resume in-person services. https://t.co/E98u4oevWG @OttawaReporter",[],cbcnews,increas,decrease
2020-09-22,"""Due to the ongoing pandemic, it is now clear that there will be no large-scale return to campus soon."" https://t.co/SnAxfjlQZ9",[],cbcnews,increas,decrease
2020-09-22,A COVID-19 outbreak has been declared for three units within the Foothills hospital. https://t.co/lzwVu4bVzb,[],cbcnews,increas,decrease
2020-09-21,"Fines for not wearing a mask in indoor public spaces can range anywhere from $400 to $6,000 in Quebec. https://t.co/A04peGTS8G",[],cbcnews,decreas,increase
2020-09-21,"The skyrocketing price of lumber during the pandemic will add up to $10,000 to the price of a new home right now, builders say. https://t.co/aqug3TeiMK",[],cbcnews,decreas,increase
2020-09-21,"While delivering food to seniors in the early days of the pandemic, New Brunswick university student Hannah Crouse found that many were lonely. 
She created a program matching students with seniors who they visit once a week and share a meal together. https://t.co/mGv8RaS95e",[],cbcnews,decreas,increase
2020-09-21,"Britain will face an exponentially growing death rate from COVID-19 within weeks unless the government moves urgently to halt a second wave, the country's senior medics say. https://t.co/7gFqjUEp8f",[],cbcnews,decreas,increase
2020-09-21,"Businesses that trade between Canada and the U.K. are worried about post-Brexit trade rules remaining in flux, adding more uncertainty to a year already made difficult by COVID-19. https://t.co/odWItwbCXl @janycemcgregor",[],cbcnews,decreas,increase
2020-09-21,Pediatricians are sounding the alarm on the lack of support needed to meet the demand for flu shots amid the COVID-19 pandemic. https://t.co/6g4Nq5pcSH @nicireland_news,[],cbcnews,decreas,increase
2020-09-21,"The fresh spike in new COVID-19 cases in Ontario is not yet bringing an equivalent spike in hospital patients or deaths. 
However, hospitalizations and deaths are what epidemiologists call ""lagging indicators"" of the impact of a pandemic.
https://t.co/Sahrc1R6H0 @CBCQueensPark",[],cbcnews,decreas,increase
2020-09-20,Monsignor Paul Baxter School in Ottawa is the first elementary school to close in Ontario following the confirmation of COVID-19 cases in the school. https://t.co/mHSiiWggke,[],cbcnews,increas,decrease
2020-09-20,The 72nd Emmy Awards airs Sunday at 8 p.m. ET. It's the first Hollywood award show broadcasting live during the COVID-19 pandemic with no pre-taped segments.  https://t.co/5ElsuX9XHp,[],cbcnews,increas,decrease
2020-09-20,Opinion: The COVID-19 pandemic does not mean the government can simply forget its pre-pandemic health commitments. https://t.co/f6PwBNZGbX,[],cbcnews,increas,decrease
2020-09-20,Advocates working with Montreal's homeless population say hefty fines for not wearing masks in indoor public spaces will create an extra layer of tension and trauma for the homeless community. https://t.co/OtBGCvdRRl,[],cbcnews,increas,decrease
2020-09-20,"The Ontario government has reported 365 new cases of COVID-19 on Sunday,  as the province expands test capacity. https://t.co/Uz7bHPunvq",[],cbcnews,increas,decrease
2020-09-20,"Two positive cases of COVID-19 have been confirmed at Hope Bay mine, according to Nunavut's chief public health officer. The announcement marks the first confirmed cases of COVID-19 in the territory. https://t.co/F42IfpnqdN",[],cbcnews,increas,decrease
2020-09-19,"Starting immediately in Ontario, a limit of 10 people may congregate indoors, and 25 may get together outdoors for the next 28 days. The province reported 407 new cases of COVID-19 on Saturday, the highest daily case count since June 7. https://t.co/MyMtnCqLgb",[],cbcnews,increas,decrease
2020-09-19,Families across Canada are waiting for guidance from health officials to plan their Halloween during the pandemic. https://t.co/2wgVf6cA88,[],cbcnews,increas,decrease
2020-09-18,"Conservative Leader Erin O'Toole has tested positive for COVID-19.
https://t.co/1kDSgtz4ot",[],cbcnews,increas,decrease
2020-09-18,Hundreds of Canadian film and television productions are on hold as they seek insurance for COVID-19. https://t.co/GJ3rtv3BvZ,[],cbcnews,increas,decrease
2020-09-18,"Air Canada and WestJet have cancelled 439 flights this month alone, as demand has failed to come back after the first wave of COVID-19 in Canada. https://t.co/Iyr3eGDT7k",[],cbcnews,increas,decrease
2020-09-18,Canadians yearning to travel abroad — despite the COVID-19 pandemic — can now get medical insurance to cover costs if they get sick with the coronavirus while travelling. https://t.co/bu2mHPd9Bo @sophiaharrisCBC,[],cbcnews,increas,decrease
2020-09-18,"Bloc Québécois Leader Yves-François Blanchet has tested positive for COVID-19.
A notice from the party said Blanchet is doing ""perfectly well"" but will follow Quebec public health instructions. https://t.co/yvOtkuyOKU",[],cbcnews,increas,decrease
